image_name,question,answer
000000000880.jpg,đây là quán gì ?,đây là quán dì hồng
000000010427.jpg,những cửa hàng này đang trong tình trạng như thế nào ?,đóng cửa
000000006667.jpg,người phụ nữ áo trắn đang làm gì ?,đang mua đồ ăn
000000008579.jpg,bạn nữ này sử dụng phương tiện gì để di chuyển ?,bạn nữ này di chuyển bằng xe đạp
000000009870.jpg,cậu thanh niên chạy grab mua phở ở trên con đường nào ?,đường bùi bằng đoàn
000000002698.jpg,cửa hàng được mở từ năm nào ?,cửa hàng được mở từ năm 2019
000000004032.jpg,có mấy người đang đi dọc theo đường ray ?,có một người
000000006962.jpg,có bao nhiêu người đang cầm bó rau ?,một người
000000003016.jpg,siêu thị paintmart chuyên cung cấp mặt hàng gì cho thị trường ?,các loại sơn
000000006346.jpg,những người này đang ngồi ở đâu ?,ở trên những chiếc xuồng
000000009891.jpg,có bao nhiêu chiến sĩ công an ?,có hai chiến sĩ công an
000000004832.jpg,cô gái đang đứng giữa hai vật gì ?,xe máy và ghế
000000008020.jpg,có bao nhiêu cái ván lướt sóng trên mặt biển ?,có năm cái ván lướt sóng trên mặt biển
000000008155.jpg,có bao nhiêu đứa trẻ trong phòng trưng bày ?,có năm đứa trẻ trong phòng trưng bày
000000004253.jpg,tòa nhà cao nhất có bao nhiêu tầng ?,bảy tầng
000000008439.jpg,nam thanh niên mặc áo tím đứng ở vị trí nào ?,nam thanh niên mặc áo tím đứng ở vị trí thứ ba từ phải qua
000000006259.jpg,chàng trai và cô gái đang biểu cảm như thế nào ?,đang cười hạnh phúc
000000001042.jpg,website của công ty này là gì ?,website của công ty này là www . mic . vn
000000008302.jpg,cổng rào của tòa nhà có mấy cánh cửa ?,hai
000000007121.jpg,mọi người đang làm gì ?,đang mua và bán hoa
000000002927.jpg,quán này tên gì ?,quán này tên hoang anh 2
000000001191.jpg,mặt sau của tấm biển có màu gì ?,mặt sau tấm biển có màu xanh dương
000000010367.jpg,cửa hàng này bán mặt hàng gì ?,bán các loại quần áo dành cho nữ
000000009402.jpg,chiếc xe hơi màu đỏ đang đậu bên cạnh ngôi nhà màu gì ?,màu vàng
000000008520.jpg,những người này đang đi ở đâu ?,ở trong một khu chợ
000000004331.jpg,cây bút có màu gì ?,cây bút có màu đỏ
000000010704.jpg,quán nghĩa phố cổ bán những món ăn gì ?,"bán bún mọc , miến mọc"
000000007087.jpg,trước tòa nhà này có bao nhiêu lá cờ ?,trước tòa nhà này có hai lá cờ
000000010036.jpg,quán trà sữa đài loan có tên là gì ?,toocha
000000008037.jpg,dây buộc tóc mà cô gái này dùng có màu gì ?,dây buộc tóc mà cô gái này dùng có màu trắng
000000006520.jpg,phía trên của con phố này được trang trí bằng gì ?,bằng những chiếc lồng đèn
000000001114.jpg,"mua tủ lạnh , máy giặt hãng nào mới được trúng 20 bộ sản phẩm cao cấp ?",samsung
000000005582.jpg,người phụ nữ này đang làm gì ?,lựa nấm cho vào bọc
000000011114.jpg,cửa hàng chi store kinh doanh những gì ?,cửa hàng chi store kinh doanh quần áo nữ
000000000593.jpg,trường này chủ yếu đào tạo học viên theo khối nào ?,trường này chủ yếu đào tạo học viên theo khối khoa học tự nhiên
000000002682.jpg,những chậu hoa này được đặt ở đâu ?,chợ mới
000000006767.jpg,chuối được đựng trong rổ màu gì ?,màu xanh lá
000000010446.jpg,quán có tên là gì ?,quán có tên là mrbeer
000000002819.jpg,tên viết tát của công ty là gì ?,tên viết tắt của công ty là evnnpt
000000004329.jpg,thành cây cầu có màu gì ?,thành của cây cầu có màu đỏ
000000006132.jpg,người đàn ông đang làm gì ?,đang sử dụng máy tính cá nhân
000000007798.jpg,bạn nam mặc quần màu gì ?,bạn nam mặc quần màu đen
000000002295.jpg,làm sao để liên lạc với longdan trên các trang mạng xã hội ?,có thể liên lạc đến longdan trên các trang mạng xã hội qua @longdanvn
000000009478.jpg,đây là cửa hàng gì ?,đây là cửa hàng thực phẩm sạch
000000011145.jpg,chợ phú mỹ này của ai ?,của công ty trách nhiệm hữu hạn một thành viên diệp tâm thảo
000000007638.jpg,trên đường đang có những chiếc xe nào chạy ?,có một chiếc xe máy của người đàn ông đội nón bảo hiểm vàng đang chạy
000000008934.jpg,cửa hàng mà bé gái mặc đồ trắng đang đứng trước là cửa hàng gì ?,cửa hàng tạp hóa cô lam
000000005945.jpg,cô gái đang đội thứ gì trên đầu ?,cô gái đang đội một chiếc nón lá trên đầu
000000008416.jpg,cô gái mặc áo trắng đang làm gì ?,cô ấy đang dắt chú bò
000000002590.jpg,cửa hàng vinpro+ nằm ở địa chỉ nào ?,"47 nguyễn thị minh khai , thành phố vinh"
000000009089.jpg,cửa hàng có bao nhiêu cái bàn ?,cửa hàng có ba cái bàn
000000008103.jpg,chiếc mũ nhân viên siêu thị đang đội có màu gì ?,chiếc mũ có màu trắng
000000009194.jpg,gian hàng ngay sau người đàn ông đứng cạnh người phụ nữ mặc áo trắng mang số bao nhiêu ?,39
000000010518.jpg,logo của doanh nghiệp có màu gì ?,logo của doanh nghiệp có màu vàng
000000001031.jpg,ta đang đi qua đâu ?,qua khu vựa biên giới
000000005668.jpg,trên đường phố người ta trưng bày những vật gì ?,bức tranh
000000002149.jpg,đây là gì ?,đây là bảng thông báo cửa ra tàu bay
000000002871.jpg,hình ảnh được chụp ở đâu ?,thành phố sài gòn
000000004451.jpg,bức tượng phía bên phải là hình con gì ?,con ngựa
000000010946.jpg,đây là sạp số mấy ?,đây là sạp số 253
000000004977.jpg,có bao nhiêu đứa trẻ đang đứng trên cánh đồng ?,có hai đứa trẻ đang đứng trên cánh đồng
000000004127.jpg,người phụ nữ đang làm gì ?,đang đi mua sắm
000000005999.jpg,có bao nhiêu thùng hàng là màu xanh dương ?,có hai thùng hàng là màu xanh dương
000000008397.jpg,người phụ nữ đang ghi chép mang áo màu gì ?,người phụ nữ mang áo màu xanh dương
000000006342.jpg,nhân viên siêu thị mặc áo màu gì ?,xanh lá
000000010188.jpg,người phụ nữ đội nón lá đang làm gì ?,đang gánh hàng hóa
000000009517.jpg,người phụ nữ mặc áo xanh lá đang đi bộ ở phía bên nào của con đường ?,bên trái
000000000694.jpg,phải đến quận nào ở thành phố hồ chí minh mới có thể thưởng thức mì gia tại quán minh ký mì gia ?,quận 7
000000009367.jpg,có bao nhiêu người đang chạy xe máy ?,có một người đang chạy xe máy
000000004025.jpg,có bao nhiêu chiếc khăn được trang bị trong phòng ?,có một chiếc khăn được trang bị trong phòng
000000005118.jpg,có bao nhiêu người đang trèo thuyền ?,có một người đang chèo thuyền
000000001439.jpg,buổi lễ diễn ở đâu ?,tỉnh vĩnh long
000000002441.jpg,trường thpt có địa chỉ là gì ?,50 liễu giai-ba đình-hà nội
000000009168.jpg,ảnh được lấy từ đâu ?,ảnh được lấy từ saostar . vn
000000007021.jpg,ánh mắt của cô gái đang nhìn theo hướng nào ?,xuống dưới đất
000000009545.jpg,siêu thị auchan đang tổ chức sự kiện gì ?,lễ khai trương
000000003234.jpg,đây là quảng cáo gì ?,đây là quảng cáo sơn
000000009260.jpg,có bao nhiêu người đang mang áo khoác trùm đầu ?,có một người đang mang áo khoác trùm đầu
000000002241.jpg,trang web của meet more là gì ?,trang web của meet more là www . meetandmore . vn
000000007901.jpg,bé gái mặc quần ngắn màu hồng đang được dắt đi bởi ai ?,người phụ nữ mặc quần ngắn màu trắng và người đàn ông mặc quần ngắn màu đen
000000002799.jpg,quán bình dân 07 bán các món nhậu vào lúc nào ?,quán bình dân 07 bán các món nhậu vào buổi chiều
000000006333.jpg,căn nhà có cổng màu đen có treo bao nhiêu cái lồng đèn ?,có treo hai cái lồng đèn
000000006664.jpg,những con tàu đang ở nơi nào ?,những con tàu đang chạy trên biển
000000007032.jpg,đây là đâu ?,một cửa hàng bán quần áo
000000005816.jpg,đây là buổi gì trong ngày ?,là buổi sáng
000000007077.jpg,hai bên con phố này là những cửa hàng gì ?,cửa hàng ăn uống
000000005831.jpg,áo dài của cô gái màu gì ?,áo dài màu trắng
000000009547.jpg,có mấy người đang đi bộ ?,một người
000000008555.jpg,cô gái mang nón màu gì ?,màu trắng
000000010916.jpg,giao lộ này hiện có bao nhiêu chiếc ô tô đang đi lại ?,không có
000000005641.jpg,kệ hàng này có mấy tầng ?,kệ hàng này có bốn tầng
000000003231.jpg,chiếc xe điện mang số hiệu bao nhiêu ?,70
000000001942.jpg,quốc gia nào được tô màu vàng ?,nước việt nam
000000001475.jpg,trường mầm non tư thục tên là gì ?,tên là hồng ân
000000008181.jpg,đây là gì ?,đây là một khu chợ nổi
000000005783.jpg,ti vi được đặt ỏ đâu ?,ti vi được đặt canh cầu thang
000000007003.jpg,bảng nội quy tham quan khu di tích nằm ở phía nào của cánh cổng ?,phía bên phải
000000004590.jpg,cặp đôi này đi cùng nhau bằng phương tiện gì ?,họ đi bộ với nhau
000000010798.jpg,hai người bận áo xanh dương đang làm gì ?,đang để hàng hóa lên kệ
000000008965.jpg,người cảnh sát đang làm gì ?,người cảnh sát đang phụ giúp đỡ thùng hàng
000000004910.jpg,có mấy người ở đây ?,có năm người ở đây
000000004468.jpg,có bao nhiêu người đứng bên phải ?,có mười hai người đứng bên phải
000000006589.jpg,những người kế bên người đàn ông mặc áo xanh lá sọc ngang đều trong tư thế gì ?,họ đều trong tư thế ngồi
000000011184.jpg,đây là đâu ?,đây là chợ thủ đức
000000009295.jpg,các món ăn được đựng trong vật dụng gì ?,rổ tre
000000001410.jpg,địa chỉ của ký túc xá này ở đâu ?,"75 nguyễn huệ , phường 2 , thành phố vĩnh long"
000000001938.jpg,tấm biển báo hình gì ?,hình chữ nhật
000000001412.jpg,tấm bảng có nền màu gì ?,màu vàng
000000005345.jpg,cô gái đứng đối diện chàng trai mặc áo sơ mi trắng mặc trang phục gì ?,áo dài tím
000000001295.jpg,cửa hàng ở giữa tên gì ?,cửa hàng tên phở mộc vị gia
000000010563.jpg,có bao nhiêu người đang đi bộ trên vỉa hè ?,có hai người đang đi bộ trên vỉa hè
000000009871.jpg,người phụ nữ mặc váy màu gì ?,màu trắng
000000008800.jpg,đây là quán kinh doanh thứ gì ?,đây là một quán nước
000000004425.jpg,mọi người đều mặc trang phục gì ?,áo dài màu trắng
000000005641.jpg,tầng kệ nào chứa nước giải khát là chủ yếu ?,tầng kệ dưới cùng
000000010960.jpg,cây trụ biển báo giao thông được sơn những màu sắc gì ?,cây trụ biển báo giao thông được sơn màu đỏ và trắng
000000003048.jpg,chợ này tên gì ?,chợ này tên chợ cầu diễn
000000002873.jpg,cầu thủ mặc áo số 25 tên gì ?,cầu thủ mặc áo số 25 tên sao phải xoắn
000000001096.jpg,trường ở đâu ?,"ở đường n5 , khu phố 3 , phường hiệp thành , quận 12 , thành phố hồ chí minh"
000000005570.jpg,đây là món gì ?,lẩu bò
000000007150.jpg,khu chợ này bán những mặt hàng gì ?,mặt hàng quần áo
000000009059.jpg,cô gái áo tím đang cầm bịch hàng bằng tay nào ?,cô gái áo tím đang cầm bịch hàng bằng tay phải
000000001189.jpg,tấm bảng có nền màu gì ?,màu vàng
000000006422.jpg,có cái gì được đặt trên bàn phía sau lưng người đàn bà đang ngồi ?,có những cái khăn được đặt trên bàn phía sau lưng người đàn bà đang ngồi
000000007627.jpg,có bao nhiêu người đang lái xe máy ?,có một người đang lái xe máy
000000001461.jpg,ngoài kem ly trái cây tươi ra thì quán này còn bàn những món ăn gì ?,trà sữa trân châu
000000002951.jpg,số điện thoại tuyển nhân viên là gì ?,là 01626021454
000000011124.jpg,quán ăn ở góc phố đang có bao nhiêu người ngồi ?,một người
000000002821.jpg,công ty kinh doanh gì ?,cong ty chuyên tư vấn kiến trúc và thi công xây dựng hà nội
000000009781.jpg,người đàn ông đội nón bảo hiểm đang đứng ở quầy hàng nào ?,quầy bán rau củ
000000010122.jpg,chàng trai đang làm gì ?,đang sửa chữa biển hiệu
000000010978.jpg,người phụ nữ mặc áo khoác xanh dương đang làm gì ?,đang lựa dưa leo
000000001921.jpg,không thể đến mua thuốc tại nhà thuốc châu khuê sau mấy giờ ?,22 giờ
000000009525.jpg,có bao nhiêu người đang đi bộ ?,không có ai cả
000000001777.jpg,educamp là thành viên của tổ chức nào ?,educamp là thành viên hiệp hội giáo dục trải nghiệm quốc tế
000000007685.jpg,trên những chiếc xe có chở thứ gì ?,trên những chiếc xe chở những bó hoa
000000010382.jpg,có bao nhiêu chiếc xe máy đang đậu phía sau cái cây ?,có một chiếc xe máy đang đậu phía sau cái cây
000000011144.jpg,địa chỉ của quán nước là gì ?,"địa chỉ của quán nước là 67 mai chí thọ , phường an phú , quận 3 , thành phố hồ chí minh"
000000011084.jpg,có bao nhiêu người đeo khẩu trang đứng trên sân gạch ?,không
000000009143.jpg,đại lý vé máy bay này trực thuộc công ty nào ?,công ty cp đầu tư và phát triển du lịch quỳnh anh
000000007542.jpg,người phụ nữ mặc đầm tím đang làm gì ?,đang đi mua rau
000000002493.jpg,tiệm này có thể sửa chữa xe gì ?,tiệm này có thể sửa chữa xe máy
000000007279.jpg,có bao nhiêu cái chén được đặt trên dĩa ?,có hai cái chén được đặt trên dĩa
000000010294.jpg,cô gái đứng ở trước căn nhà số bao nhiêu ?,139
000000008535.jpg,có bao nhiêu chiếc thuyền ?,có ba chiếc thuyền
000000006840.jpg,số người không đeo mắt kính là bao nhiêu ?,không
000000002362.jpg,cửa hàng kế bên bếp phương đông bán những mặt hàng gì ?,bán các loại xe máy
000000006848.jpg,quần short được bán đồng giá với mức giá bao nhiêu ?,35 000 đồng một cái
000000004140.jpg,người phụ nữ mặc áo màu hồng đang đứng ở đâu ?,người phụ nữ mặc áo màu hồng đang đứng bên trái cùng của hàng người đứng trên cùng
000000004832.jpg,cái ghế đang nằm bên nào của chiếc xe máy ?,bên phải
000000005708.jpg,người đàn ông đang ngồi trên chiếc ghế màu gì ?,chiếc ghế màu xanh lá
000000005543.jpg,những lá cờ có màu gì ?,những lá cờ có màu đỏ
000000007472.jpg,có bao nhiêu người đang sử dụng xe đẩy ?,một người
000000000759.jpg,tấm biển có nền màu gì ?,màu đỏ
000000010595.jpg,sạp thùy linh nằm ở đâu ?,ở kế bên sạp vĩnh hảo
000000004138.jpg,đôi bạn trẻ này di chuyển bằng phương tiện gì ?,bằng một chiếc xe máy
000000011045.jpg,bản tin này được thực hiện bởi ai ?,bởi lê đức và nam hải
000000008945.jpg,địa chỉ được xuất hiện là gì ?,"số 102 , đường hồ văn huê , quận phú nhuận"
000000002203.jpg,đường nam kỳ khởi nghĩa nằm gần đường nào ?,đường nam kỳ khởi nghĩa nằm gần đường hàn thuyên
000000000871.jpg,lối thoát hiểm nằm đâu ?,rẻ phải
000000009501.jpg,người phụ nữ áo đỏ đang đứng đang làm gì ?,người phụ nữ áo đỏ đang đứng đang chèo thuyền
000000005060.jpg,chiếc giỏ phía trước quầy hàng có màu gì ?,chiếc giỏ có màu đỏ
000000009219.jpg,cửa hàng kinh doanh mặt hàng gì ?,cửa hàng kinh doanh các loại sơn
000000003040.jpg,địa chỉ quán ở đâu ?,"ở 138 trần đại nghĩa , phường 4 , thành phố vĩnh long"
000000011174.jpg,bạn nữ đang đi xe đạp mặc áo màu gì ?,áo màu cam
000000009743.jpg,có những loại phương tiện nào đậu trước cửa hàng này ?,ô tô và xe máy
000000009095.jpg,có mấy lá cờ ở gốc ngã tư ?,có bốn lá cờ
000000006949.jpg,người phụ nữ đẩy xe hàng mang áo màu gì ?,người phụ nữ mang áo màu vàng
000000010177.jpg,người đàn ông mặc áo khoác đỏ đang có hành động gì ?,người đàn ông mặc áo khoác đỏ đang chuẩn bị châm một điếu thuốc lá
000000002658.jpg,bầu cử trưởng thôn hưng nhơn trong thời kì nào ?,nhiệm kì 201 2-2 015
000000000683.jpg,cổng có màu gì ?,màu nâu
000000005281.jpg,quầy hàng mà ba người này đang đứng bên cạnh có trưng bày loại mặt hàng gì ?,sữa
000000004998.jpg,hai đứa trẻ đang đứng xem ở quầy bán hàng nào ?,quầy bán bánh kẹo
000000010584.jpg,tên của cửa hàng được treo biển hiệu là gì ?,tên của cửa hàng được treo biển hiệu là phuot247 . vn
000000008864.jpg,cửa tiệm được làm bảng tên có tên là gì ?,cửa tiệm có tên là hoàng yến
000000006461.jpg,trên tay trái của người phụ nữ bên trái có cầm cái gì ?,cầm tờ giấy
000000008886.jpg,người đàn ông là bác sĩ khám các bệnh gì ?,khám bắt mạch chữa bệnh
000000009509.jpg,ba chiếc xe máy này đang đậu ở đâu ?,"ở trên vỉa hè , trước một quán cà phê"
000000009677.jpg,cửa tiệm kế bên cầu thang có tên là gì ?,cửa tiệm có tên là dong xuan art
000000007136.jpg,người phụ nữ mặc áo đen đứng bên ngoài quầy hàng đang làm gì ?,lựa thịt
000000008846.jpg,trên tay phải cô gái có cái gì ?,có chiếc vòng
000000010168.jpg,đây là địa điểm nào ?,đây là siêu thị
000000009971.jpg,chiếc xe được dựng ở vị trí nào ?,chiếc xe được dựng bên bờ hồ
000000006695.jpg,khu vực này trưng bày những nội dung gì ?,khu vực này trưng bày các tác phẩm tranh nghệ thuật
000000007796.jpg,ai là người đang cầm vòi xịt nước rửa cửa ?,người đàn ông mặc áo thun trắng và quần ngắn
000000010752.jpg,cậu thanh niên mặc áo đỏ đang làm gì ?,đang đứng bán cơm
000000010030.jpg,hai người đàn ông mặc vest màu gì ?,hai người đàn ông mặc vest màu đen
000000000812.jpg,đây là quán ăn nào ?,quán bít tết ngon
000000005167.jpg,cô gái đang mặc trang phục gì ?,váy trắng
000000008056.jpg,chiếc xe đạp trên đường chở bao nhiêu người ?,chiếc xe đạp chở hai người
000000002452.jpg,everon bán gì ?,bán chăn ga gối đệm
000000009578.jpg,người phụ nữ mang áo vàng và đen đang làm gì ?,đang ăn mía
000000007359.jpg,những người đang đứng sử dụng điện thoại để làm gì ?,để quay phim chụp hình
000000005079.jpg,người phụ nữ chèo thuyền đội cái gì ?,đội nón lá
000000006938.jpg,có bao nhiêu người đang cầm máy ảnh ?,hai người
000000004962.jpg,người phụ nữ mặc áo đen đang đứng ở đâu ?,trong một vườn hoa
000000004101.jpg,những người này đang ở đâu ?,họ đang ở trong một siêu thị
000000009819.jpg,thời tiết khu vực này như thế nào ?,khu vực này đang xảy ra mưa
000000003060.jpg,nhận nhà mekong city như thế nào ?,gọi 0 939 307 898
000000001798.jpg,sân bóng đá mini cỏ nhân tạo tên gì ?,tên là trọng hiệp
000000001372.jpg,số điện thoại của mầm non mặt trời bé con là gì ?,số điện thoại của mầm non mặt trời bé con là 0906116609
000000006050.jpg,cô gái áo tím đang làm gì ?,đang đẩy chiếc xuồng
000000003006.jpg,những chiếc xe này đang đậu ở đâu ?,những chiếc xe này đang đậu ở cửa hàng danco
000000008747.jpg,bạn nữ mặc áo xanh lá đang làm gì ?,đang chụp ảnh
000000006718.jpg,người phụ nữ mặc áo tím đang ở đâu ?,người phụ nữ mặc áo tím đang ở ngoài sân
000000001467.jpg,bức ảnh chứa dòng chữ gì ?,thuyết minh về di tích lịch sử đền hùng
000000001768.jpg,ngày 14-3-1978 tại xã mỹ đức bọn diệt chủng pôn pốt đã tàn sát bao nhiêu người ?,ngày 14-3-1978 tại xã mỹ đức bọn diệt chủng pôn pốt đã tàn sát 130 người
000000009018.jpg,có bao nhiêu người ở đây ?,có bảy người
000000005214.jpg,muốn đi vào tháp phải đi qua gì ?,phải đi lên những bậc thang
000000004475.jpg,người đàn ông chèo thuyền mặc áo màu gì ?,áo màu đỏ
000000003973.jpg,những người này đứng chụp hình ở đâu ?,ở trước một cái cây
000000009617.jpg,cửa hàng này kinh doanh những mặt hàng nào ?,xe tô tô
000000006706.jpg,có chiếc ô tô nào đang di chuyển trong đoạn đường này ?,không có chiếc ô tô nào cả
000000003107.jpg,ngoài nội thất ra thì siêu thị này còn kinh doanh mặt hàng nào ?,mặt hàng nội thất
000000006471.jpg,người phụ nữ áo chấm bi trắng và đen đang đứng ở đâu ?,cô ấy đứng bên phải chiếc xe máy màu trắng và chàng trai đội nón bảo hiểm màu trắng
000000008853.jpg,hai người đàn ông đang đứng ở đâu ?,cổng chào đi vào đường sách
000000001070.jpg,địa chỉ cụ thể của công ty này là gì ?,"địa chỉ cụ thể của công ty này là 51a nguyễn trung trực , phường 8 , thành phố vĩnh long , tỉnh vĩnh long"
000000001110.jpg,địa chỉ của tiệm này là gì ?,địa chỉ của tiệm này là 1c nguyễn phong sắc - xuân thủy
000000009622.jpg,hai người đàn ông đứng ở cửa hàng tân tiến 2 đang làm gì ?,đang xem mua hàng ở cửa hàng tân tiến 2
000000006189.jpg,người phụ nữ đang đứng trước gian hàng gì ?,đang đứng trước gian hàng hoa quả
000000006761.jpg,những người đàn ông này đang đứng ở đâu ?,trên một tàu đánh cá
000000002726.jpg,cửa hàng burger king bán những món gì ?,gà không xương
000000002703.jpg,du khách tham quan có thể liên hệ khu du lịch cù lao mây qua số điện thoại nào ?,0932474354 hoặc 01262989838
000000000823.jpg,ai là chủ đẩu tư ?,anh tuấn
000000000951.jpg,hướng đi hải phòng là hướng nào ?,rẽ phải
000000004968.jpg,người phụ nữ mặc áo đỏ đang làm gì ?,đang đứng lại xem ở một gian hàng
000000008250.jpg,cổng lớn của thành có bao nhiêu lối vào ?,cổng lớn của thành có ba lối vào
000000009786.jpg,cô gái đứng đối diện vật gì ?,con tàu
000000010903.jpg,mọi người đang đứng ở quầy hàng nào ?,mọi người đang đứng ở quầy táo
000000007855.jpg,thời tiết tại vùng biển này đang ra sao ?,tại vùng biển này đang nắng
000000004684.jpg,chiếc xe hơi nằm ở đâu ?,chiếc xe hơi nằm bên góc bên phải
000000011150.jpg,cửa hàng có tên là gì ?,cửa hàng có tên là viettel
000000008378.jpg,có thể nhìn thấy chiếc xe ô tô ở đâu ?,chiếc xe ô tô đang ở giữa giao lộ
000000000853.jpg,con tàu số hiệu 8 004 thuộc lực lượng cảnh sát biển của quốc gia nào ?,việt nam
000000003254.jpg,quán phở này tên gì ?,quán phở sưa
000000002034.jpg,"dòng chữ "" là dân biển hòa , là người việt nam "" có màu gì ?","dòng chữ "" là dân biển hòa , là người việt nam "" có màu trắng"
000000003194.jpg,có bao nhiêu chiếc xe máy dựng trước quán ?,có hai chiếc xe máy dựng trước quán nhật anh iii
000000006174.jpg,những quả sầu riêng đặt cảnh quả gì ?,đặt cảnh những quả thơm
000000006860.jpg,cô gái đang nhìn về bên nào ?,bên tay trái của cô ấy
000000003128.jpg,cửa hàng này ngụ tai số nhà mấy ?,số 34f
000000000883.jpg,phố hàng đào được sử dụng để làm gì ?,để làm phố đi bộ và mở các sạp hàng bán hàng hóa
000000001657.jpg,có bao nhiêu xe hơi trước siêu thị ?,có hai chiếc xe hơi ở trước siêu thị
000000008775.jpg,người bán đào mặc áo màu gì ?,màu xanh dương
000000002948.jpg,quán ăn nào có bảng hiệu có màu chủ đạo là đỏ ?,quán phở gà gia linh
000000010910.jpg,liên hệ số điện thoại nào để làm bảng quảng cáo giá rẻ ?,0935248949
000000003240.jpg,cửa hàng tên gì ?,cửa hàng tên giò chả hn kim
000000004313.jpg,có bao nhiêu người đang đi siêu thị ?,có bốn người đang đi siêu thị
000000001913.jpg,tên viết tắt của công ty này là gì ?,tên viết tắt của công ty này là b & t
000000006795.jpg,chiếc xe đạp có màu gì ?,chiếc xe đạp có màu đỏ
000000007365.jpg,cô gái gánh đòn gánh bán hoa đang đi ở đâu ?,đang đi bộ trên một con phố
000000001704.jpg,căn nhà này nằm ở phường nào ?,phường linh tây
000000001509.jpg,cửa hàng này tên gì ?,của hàng này tên the men
000000002170.jpg,quán lợi béo nằm ở số nhà bao nhiêu ?,số 18
000000002968.jpg,"ngoại trừ bán bánh kem , bánh sinh nhật thì moon bakery còn bán những sản phẩm nào ?",phụ kiện sinh nhật
000000007445.jpg,có bao nhiêu ly nước dưới chân người đàn ông ?,có hai ly nước dưới chân người đàn ông
000000006146.jpg,ai là người đang phát biểu tại buổi lễ này ?,người đàn ông tóc bạc
000000005785.jpg,có bao nhiêu bức ảnh chụp phong cảnh ?,có ba bức ảnh chụp phong cảnh
000000007997.jpg,người đàn bà mặc áo khoác tím đang đi đâu ?,người đàn bà mặc áo khoác tím đang đi dạo ven bờ hồ
000000001013.jpg,công ty japan tourist thuộc quận nào ?,công ty thuộc quận 4
000000009297.jpg,hội nghị được tổ chức ngày nào ?,hội nghị được tổ chức ngày 14 tháng 12 năm 2021
000000001055.jpg,người đàn ông đang cưỡi con gì ?,đang cưỡi con ngựa
000000005912.jpg,phía sau người phụ nữ mặc áo xanh dương có bao nhiêu chiếc xe máy đang di chuyển ?,một chiếc
000000009886.jpg,có mấy người ở trên đường rây xe lửa ?,có bốn người ở trên đường rây xe lửa
000000008096.jpg,bãi giữ xe này chủ yếu trông coi loại phương tiện gì ?,bãi giữ xe này chủ yếu trông coi xe máy
000000010960.jpg,chiếc xe tay ga màu trắng đang được đậu ở đâu ?,chiếc xe tay ga màu trắng đang được đậu ở sát lề đường ngay khúc rẽ
000000009960.jpg,có bao nhiêu nhân viên y tế mang đồ bảo hộ màu trắng ?,có một nhân viên mang đồ bảo hộ màu trắng
000000009121.jpg,người đàn ông mặc áo xanh lá đang chạy ở trên con đường nào ?,đang chạy trên đường bùi viện
000000004225.jpg,sản phẩm gì đang được trưng bày ?,những bó rau
000000002786.jpg,số điện thoại của cửa hàng là bao nhiêu ?,0912185162
000000006847.jpg,cô gái mang áo màu gì ?,cô gái mang áo màu trắng
000000011105.jpg,số hotline trên quảng cáo là bao nhiêu ?,0948403998
000000011173.jpg,khu vực này để gì ?,khu vực này để mì gói
000000005540.jpg,đây là chỗ nào ?,một siêu thị
000000009343.jpg,quầy hàng này bày bán những mặt hàng nông sản đến từ nhà sản xuất nào ?,vineco
000000004051.jpg,những người đội nón bảo hiểm đang làm gì ?,đang điều khiển phương tiện giao thông
000000004742.jpg,trên tay phải cô gái cầm cái gì ?,cầm túi màu trắng
000000010909.jpg,cửa hàng có địa chỉ là gì ?,"15 nguyễn thị đặng , phường hiệp thành , quận 12"
000000008435.jpg,những người này đi lại bằng phương tiện gì ?,bằng những chiếc xuồng
000000005138.jpg,phía trên sân khấu có trang trí vật gì ?,phía trên sân khấu có treo những chiếc đèn lồng
000000009568.jpg,cô gái đứng ngay cửa của quán cơm niêu mang trang phục gì ?,cô gái mang áo dài màu nâu
000000010919.jpg,có bao nhiêu người đang đứng mua vải ?,ba người
000000004297.jpg,có bao nhiêu người đang sử dụng xe đạp ?,có hai người sử dụng xe đạp
000000010333.jpg,sạp hàng đằng sau sạp của người phụ nữ này là sạp hàng nào ?,sạp anh hai
000000000776.jpg,bảng hiệu có chữ màu gì ?,màu trắng
000000004980.jpg,chiếc xe tải đang chạy ở phía nào so với chiếc taxi ?,chiếc xe tải chạy phía sau chiếc taxi
000000001961.jpg,"sát bên đại lý linh kiện , phụ kiện là khu chợ gì ?",chợ phùng khoang
000000007575.jpg,tóc người phụ nữ màu gì ?,màu đen
000000004944.jpg,người phụ nữ đứng bên trái người phụ nữ áo bông mặc áo màu gì ?,màu trắng
000000007578.jpg,sân trước tòa nhà này được lát bằng vật liệu gì ?,sân trước tòa nhà này được lát bằng gạch
000000008332.jpg,chiếc xe tăng được để ở đâu ?,ở trước tòa nhà
000000007935.jpg,hoa đào có màu gì ?,hoa đào có màu hồng
000000010549.jpg,trang web chính thức của cửa hàng ngụ tại 553-555 đường phạm văn thuận là gì ?,www . xedap . vn
000000008570.jpg,có bao nhiêu chiếc xe được trưng bày trong siêu thị ?,có hai chiếc xe được trưng bày
000000002287.jpg,email của shop là gì ?,www . shopngocvan80 . com
000000008412.jpg,bé gái đeo khẩu trang màu gì ?,bé gái đeo khẩu trang màu xanh dương
